	1 core	4 core
185	0.000015	0.000016
186	0.000015	0.000016
187	0.000015	0.000017
188	0.000015	0.000016
189	0.000015	0.000017
190	0.000015	0.000016
191	0.000015	0.000018
192	0.000015	0.000017
193	0.000015	0.000017
194	0.000015	0.000017
195	0.000015	0.000017
196	0.000016	0.000017
197	0.000016	0.000017
198	0.000016	0.000017
199	0.000016	0.000017
200	0.000016	0.000017
201	0.000016	0.000017
202	0.000016	0.000017
203	0.000016	0.000017
204	0.000016	0.000017
205	0.000016	0.000029
206	0.000016	0.000018
207	0.000016	0.000017
208	0.000017	0.000017
209	0.000016	0.000018
210	0.000016	0.000018
211	0.000017	0.000017
212	0.000017	0.000017
213	0.000017	0.000017
214	0.000017	0.000017
215	0.000018	0.000018
216	0.000017	0.000017
217	0.000017	0.000017
218	0.000017	0.000018
219	0.000017	0.000018
220	0.000018	0.000017
221	0.000017	0.000017
222	0.000018	0.000017
223	0.000017	0.000018
224	0.000018	0.000018
225	0.000018	0.000018
226	0.000018	0.000018
227	0.000018	0.000018
228	0.000018	0.000018
229	0.000018	0.000018
230	0.000018	0.000018
231	0.000018	0.000018
232	0.000020	0.000018
233	0.000018	0.000018
234	0.000018	0.000018
235	0.000018	0.000018
236	0.000019	0.000018
237	0.000019	0.000018
238	0.000018	0.000018
239	0.000019	0.000018
240	0.000019	0.000018
241	0.000019	0.000019
242	0.000019	0.000018
243	0.000019	0.000019
244	0.000019	0.000018
245	0.000019	0.000019
246	0.000019	0.000019
247	0.000019	0.000018
248	0.000020	0.000019
249	0.000019	0.000019
250	0.000020	0.000019
251	0.000020	0.000019
252	0.000020	0.000020
253	0.000020	0.000020
254	0.000020	0.000019
255	0.000020	0.000019
256	0.000020	0.000020
257	0.000020	0.000019
258	0.000020	0.000019
259	0.000020	0.000019
260	0.000021	0.000019
261	0.000020	0.000020
262	0.000021	0.000019
263	0.000021	0.000019
264	0.000021	0.000019
265	0.000020	0.000019
266	0.000021	0.000018
267	0.000021	0.000019
268	0.000021	0.000019
269	0.000021	0.000019
270	0.000021	0.000019
271	0.000021	0.000019
272	0.000021	0.000020
273	0.000021	0.000032
274	0.000020	0.000020
275	0.000021	0.000020
276	0.000020	0.000019
277	0.000020	0.000020
278	0.000020	0.000019
279	0.000021	0.000019
280	0.000021	0.000019
281	0.000020	0.000019
282	0.000021	0.000019
283	0.000021	0.000019
284	0.000021	0.000019
285	0.000021	0.000019
286	0.000021	0.000019
287	0.000021	0.000020
288	0.000021	0.000019
289	0.000021	0.000019
290	0.000021	0.000019
291	0.000021	0.000020
292	0.000021	0.000019
293	0.000021	0.000019
294	0.000021	0.000019
295	0.000024	0.000019
296	0.000022	0.000020
297	0.000022	0.000019
298	0.000022	0.000019
299	0.000024	0.000019
300	0.000022	0.000019
301	0.000022	0.000019
302	0.000022	0.000020
303	0.000022	0.000021
304	0.000022	0.000020
305	0.000022	0.000020
306	0.000022	0.000020
307	0.000022	0.000021
308	0.000023	0.000020
309	0.000022	0.000020
310	0.000023	0.000020
311	0.000023	0.000020
312	0.000023	0.000020
313	0.000023	0.000020
314	0.000023	0.000020
315	0.000023	0.000020
316	0.000023	0.000019
317	0.000023	0.000019
318	0.000023	0.000020
319	0.000023	0.000020
320	0.000023	0.000021
321	0.000023	0.000021
322	0.000024	0.000021
323	0.000024	0.000021
324	0.000023	0.000020
325	0.000024	0.000020
326	0.000024	0.000021
327	0.000024	0.000020
328	0.000024	0.000020
329	0.000024	0.000020
330	0.000024	0.000020
331	0.000024	0.000021
332	0.000024	0.000021
333	0.000024	0.000020
334	0.000033	0.000027
335	0.000024	0.000707
336	0.000025	0.000022
337	0.000024	0.000021
338	0.000025	0.000022
339	0.000025	0.000022
340	0.000025	0.000022
341	0.000025	0.000021
342	0.000025	0.000022
343	0.000025	0.000022
344	0.000025	0.000021
345	0.000025	0.000021
346	0.000025	0.000021
347	0.000025	0.000021
348	0.000025	0.000021
349	0.000025	0.000020
350	0.000024	0.001537
351	0.000026	0.000023
352	0.000026	0.000023
353	0.000026	0.000022
354	0.000026	0.000024
355	0.000026	0.000022
356	0.000026	0.000022
357	0.000026	0.000022
358	0.000026	0.000022
359	0.000026	0.000022
360	0.000026	0.000022
361	0.000026	0.000022
362	0.000026	0.000022
363	0.000026	0.000022
364	0.000026	0.000022
365	0.000026	0.000021
366	0.000027	0.000022
367	0.000029	0.000022
368	0.000027	0.000022
369	0.000027	0.000022
370	0.000027	0.000022
371	0.000027	0.000023
372	0.000027	0.000023
373	0.000027	0.000022
374	0.000027	0.000022
375	0.000027	0.000023
376	0.000027	0.000022
377	0.000027	0.000023
378	0.000028	0.000022
379	0.000027	0.000022
380	0.000027	0.000022
381	0.000028	0.000021
382	0.000028	0.000022
383	0.000028	0.000023
384	0.000031	0.000023
385	0.000028	0.000023
386	0.000028	0.000023
387	0.000028	0.000023
388	0.000028	0.000023
389	0.000028	0.000023
390	0.000028	0.000023
391	0.000028	0.000023
392	0.000028	0.000023
393	0.000028	0.000023
394	0.000028	0.000022
395	0.000028	0.000023
396	0.000029	0.000022
397	0.000028	0.000022
398	0.000029	0.000022
399	0.000029	0.000023
400	0.000029	0.000023
401	0.000029	0.000023
402	0.000029	0.000023
403	0.000029	0.000030
404	0.000029	0.000024
405	0.000029	0.000023
406	0.000029	0.000023
407	0.000029	0.000023
408	0.000030	0.000022
409	0.000029	0.000039
410	0.000028	0.000021
411	0.000028	0.000021
412	0.000028	0.000021
413	0.000028	0.000021
414	0.000028	0.000022
415	0.000028	0.000022
416	0.000028	0.000022
417	0.000028	0.000022
418	0.000028	0.000023
419	0.000028	0.000022
420	0.000028	0.000023
421	0.000029	0.000023
422	0.000029	0.000023
423	0.000028	0.000023
424	0.000029	0.000022
425	0.000029	0.000022
426	0.000029	0.000023
427	0.000029	0.000022
428	0.000029	0.000022
429	0.000029	0.000021
430	0.000029	0.000022
431	0.000029	0.000023
432	0.000029	0.000023
433	0.000029	0.000023
434	0.000029	0.000022
435	0.000029	0.000023
436	0.000032	0.000024
437	0.000030	0.000023
438	0.000030	0.000023
439	0.000030	0.000022
440	0.000029	0.000022
441	0.000030	0.000022
442	0.000030	0.000022
443	0.000033	0.000021
444	0.000033	0.000021
445	0.000030	0.000022
446	0.000030	0.000022
447	0.000030	0.000023
448	0.000030	0.000024
449	0.000030	0.000023
450	0.000030	0.000024
451	0.000030	0.000024
452	0.000030	0.000023
453	0.000030	0.000024
454	0.000030	0.000024
455	0.000031	0.000024
456	0.000033	0.000023
457	0.000031	0.000023
458	0.000034	0.000024
459	0.000031	0.000023
460	0.000031	0.000023
461	0.000031	0.000023
462	0.000031	0.000023
463	0.000031	0.000024
464	0.000031	0.000024
465	0.000031	0.000024
466	0.000032	0.000024
467	0.000031	0.000025
468	0.000031	0.000024
469	0.000032	0.000024
470	0.000032	0.000024
471	0.000032	0.000023
472	0.000032	0.000023
473	0.000032	0.000023
474	0.000032	0.000023
475	0.000032	0.000024
476	0.000032	0.000023
477	0.000032	0.000023
478	0.000032	0.000023
479	0.000032	0.000025
480	0.000032	0.000025
481	0.000032	0.000024
482	0.000032	0.000025
483	0.000032	0.000025
484	0.000032	0.000025
485	0.000032	0.000025
486	0.000033	0.000024
487	0.000032	0.000025
488	0.000033	0.000024
489	0.000033	0.000024
490	0.000033	0.000024
491	0.000033	0.000024
492	0.000033	0.000024
493	0.000033	0.000024
494	0.000033	0.000024
495	0.000033	0.000026
496	0.000033	0.000025
497	0.000033	0.000024
498	0.000033	0.000025
499	0.000033	0.000025
500	0.000036	0.000026
501	0.000036	0.000024
502	0.000033	0.000026
503	0.000034	0.000025
504	0.000034	0.000024
505	0.000034	0.000024
506	0.000034	0.000024
507	0.000034	0.000024
508	0.000034	0.000074
509	0.000034	0.000024
510	0.000034	0.000025
511	0.000037	0.000026
512	0.000034	0.000026
513	0.000034	0.000026
514	0.000034	0.000026
515	0.000034	0.000027
516	0.000035	0.000026
517	0.000035	0.000025
518	0.000034	0.000026
519	0.000035	0.000026
520	0.000035	0.000026
521	0.000035	0.000024
522	0.000035	0.000026
523	0.000035	0.000025
524	0.000035	0.000025
525	0.000035	0.000024
526	0.000035	0.000024
527	0.000035	0.000025
528	0.000035	0.000026
529	0.000035	0.000025
530	0.000035	0.000026
531	0.000035	0.000026
532	0.000036	0.000026
533	0.000036	0.000026
534	0.000036	0.000025
535	0.000036	0.000025
536	0.000035	0.000025
537	0.000036	0.000025
538	0.000036	0.000025
539	0.000037	0.000026
540	0.000036	0.000027
541	0.000036	0.000026
542	0.000036	0.000026
543	0.000036	0.000026
544	0.000036	0.000026
545	0.000036	0.000026
546	0.000037	0.000025
547	0.000052	0.000024
548	0.000035	0.000024
549	0.000034	0.000024
550	0.000034	0.000024
551	0.000035	0.000023
552	0.000034	0.000024
553	0.000035	0.000024
554	0.000035	0.000024
555	0.000035	0.000026
556	0.000035	0.000026
557	0.000035	0.000025
558	0.000035	0.000023
559	0.000035	0.000024
560	0.000035	0.000024
561	0.000035	0.000023
562	0.000035	0.000023
563	0.000035	0.000024
564	0.000038	0.000025
565	0.000035	0.000024
566	0.000035	0.000024
567	0.000035	0.000024
568	0.000036	0.000024
569	0.000036	0.000024
570	0.000036	0.000024
571	0.000039	0.000024
572	0.000036	0.000024
573	0.000036	0.000024
574	0.000036	0.000024
575	0.000036	0.000024
576	0.000036	0.000024
577	0.000039	0.000024
578	0.000036	0.000024
579	0.000036	0.000024
580	0.000036	0.000024
581	0.000036	0.000024
582	0.000036	0.000024
583	0.000036	0.000024
584	0.000037	0.000024
585	0.000036	0.000024
586	0.000037	0.000024
587	0.000037	0.000025
588	0.000036	0.000024
589	0.000037	0.000024
590	0.000045	0.000026
591	0.000037	0.000025
592	0.000037	0.000024
593	0.000037	0.000025
594	0.000037	0.000025
595	0.000037	0.000025
596	0.000037	0.000025
597	0.000037	0.000025
598	0.000037	0.000025
599	0.000037	0.000025
600	0.000038	0.000025
601	0.000037	0.000025
602	0.000041	0.000025
603	0.000037	0.000024
604	0.000038	0.000024
605	0.000038	0.000024
606	0.000038	0.000025
607	0.000038	0.000025
608	0.000038	0.000025
609	0.000041	0.000025
610	0.000038	0.000025
611	0.000038	0.000025
612	0.000038	0.000025
613	0.000038	0.000025
614	0.000038	0.000025
615	0.000038	0.000025
616	0.000038	0.000025
617	0.000038	0.000025
618	0.000039	0.000025
619	0.000039	0.000025
620	0.000039	0.000025
621	0.000039	0.000025
622	0.000039	0.000025
623	0.000039	0.000025
624	0.000043	0.000026
625	0.000039	0.000025
626	0.000039	0.000025
627	0.000039	0.000025
628	0.000039	0.000025
629	0.000039	0.000025
630	0.000039	0.000025
631	0.000044	0.000026
632	0.000039	0.000025
633	0.000039	0.000025
634	0.000040	0.000026
635	0.000040	0.000026
636	0.000040	0.000026
637	0.000039	0.000026
638	0.000040	0.000025
639	0.000044	0.000026
640	0.000040	0.000026
641	0.000040	0.000026
642	0.000040	0.000026
643	0.000040	0.000026
644	0.000040	0.000026
645	0.000040	0.000026
646	0.000040	0.000026
647	0.000040	0.000026
648	0.000041	0.000026
649	0.000040	0.000026
650	0.000040	0.000026
651	0.000040	0.000026
652	0.000041	0.000026
653	0.000044	0.000026
654	0.000041	0.000026
655	0.000041	0.000026
656	0.000041	0.000026
657	0.000045	0.000026
658	0.000041	0.000026
659	0.000041	0.000026
660	0.000041	0.000026
661	0.000041	0.000026
662	0.000045	0.000026
663	0.000041	0.000026
664	0.000041	0.000026
665	0.000041	0.000027
666	0.000041	0.000027
667	0.000042	0.000027
668	0.000042	0.000027
669	0.000042	0.000027
670	0.000039	0.000025
671	0.000039	0.000025
672	0.000039	0.000025
673	0.000040	0.000025
674	0.000040	0.000025
675	0.000040	0.000025
676	0.000040	0.000026
677	0.000040	0.000025
678	0.000040	0.000025
679	0.000040	0.000025
680	0.000040	0.000025
681	0.000040	0.000025
682	0.000040	0.000026
683	0.000040	0.000025
684	0.000040	0.000026
685	0.000040	0.000025
686	0.000040	0.000025
687	0.000040	0.000026
688	0.000040	0.000025
689	0.000040	0.000026
690	0.000040	0.000026
691	0.000040	0.000026
692	0.000041	0.000025
693	0.000040	0.000026
694	0.000041	0.000026
695	0.000041	0.000026
696	0.000041	0.000025
697	0.000041	0.000026
698	0.000045	0.000026
699	0.000041	0.000026
700	0.000041	0.000026
701	0.000041	0.000026
702	0.000041	0.000026
703	0.000041	0.000025
704	0.000041	0.000026
705	0.000041	0.000026
706	0.000046	0.000026
707	0.000041	0.000026
708	0.000041	0.000026
709	0.000042	0.000026
710	0.000042	0.000027
711	0.000042	0.000026
712	0.000042	0.000026
713	0.000042	0.000026
714	0.000042	0.000026
715	0.000042	0.000027
716	0.000042	0.000027
717	0.000042	0.000027
718	0.000042	0.000027
719	0.000042	0.000027
720	0.000046	0.000027
721	0.000042	0.000027
722	0.000042	0.000027
723	0.000042	0.000027
724	0.000043	0.000027
725	0.000047	0.000026
726	0.000042	0.000027
727	0.000042	0.000027
728	0.000043	0.000027
729	0.000042	0.000027
730	0.000043	0.000027
731	0.000043	0.000027
732	0.000043	0.000027
733	0.000043	0.000027
734	0.000043	0.000027
735	0.000043	0.000027
736	0.000043	0.000027
737	0.000043	0.000027
738	0.000043	0.000027
739	0.000043	0.000027
740	0.000043	0.000027
741	0.000043	0.000027
742	0.000043	0.000027
743	0.000043	0.000027
744	0.000044	0.000028
745	0.000044	0.000027
746	0.000048	0.000028
747	0.000044	0.000027
748	0.000044	0.000027
749	0.000044	0.000027
750	0.000044	0.000027
751	0.000044	0.000028
752	0.000044	0.000028
753	0.000044	0.000027
754	0.000044	0.000027
755	0.000044	0.000027
756	0.000044	0.000027
757	0.000044	0.000027
758	0.000044	0.000028
759	0.000044	0.000028
760	0.000045	0.000028
761	0.000044	0.000027
762	0.000045	0.000028
763	0.000049	0.000028
764	0.000045	0.000027
765	0.000045	0.000027
766	0.000045	0.000028
767	0.000045	0.000028
768	0.000045	0.000028
769	0.000045	0.000027
770	0.000045	0.000028
771	0.000045	0.000028
772	0.000045	0.000028
773	0.000049	0.000028
774	0.000046	0.000028
775	0.000045	0.000028
776	0.000045	0.000028
777	0.000046	0.000027
778	0.000045	0.000028
779	0.000046	0.000028
780	0.000046	0.000029
781	0.000046	0.000028
782	0.000053	0.000027
783	0.000043	0.000026
784	0.000043	0.000026
785	0.000044	0.000026
786	0.000044	0.000026
787	0.000044	0.000026
788	0.000044	0.000027
789	0.000044	0.000027
790	0.000044	0.000027
791	0.000044	0.000026
792	0.000044	0.000026
793	0.000044	0.000027
794	0.000044	0.000027
795	0.000044	0.000027
796	0.000044	0.000027
797	0.000044	0.000027
798	0.000044	0.001206
799	0.000046	0.000292
800	0.000045	0.000028
801	0.000045	0.000027
802	0.000044	0.000027
803	0.000054	0.000028
804	0.000045	0.000027
805	0.000045	0.000027
806	0.000044	0.000027
807	0.000044	0.000027
808	0.000045	0.000027
809	0.000045	0.000027
810	0.000045	0.000027
811	0.000048	0.000027
812	0.000045	0.000028
813	0.000045	0.000027
814	0.000045	0.000027
815	0.000045	0.000027
816	0.000045	0.000027
817	0.000045	0.000027
818	0.000045	0.000027
819	0.000045	0.000027
820	0.000045	0.000028
821	0.000045	0.000028
822	0.000046	0.000028
823	0.000046	0.000027
824	0.000046	0.000028
825	0.000046	0.000027
826	0.000046	0.000028
827	0.000046	0.000027
828	0.000046	0.000028
829	0.000046	0.000028
830	0.000046	0.000028
831	0.000046	0.000028
832	0.000046	0.000028
833	0.000051	0.000027
834	0.000046	0.000028
835	0.000046	0.000028
836	0.000046	0.000029
837	0.000046	0.000028
838	0.000046	0.000028
839	0.000046	0.000029
840	0.000046	0.000028
841	0.000051	0.000028
842	0.000047	0.000028
843	0.000046	0.000028
844	0.000047	0.000028
845	0.000047	0.000028
846	0.000052	0.000028
847	0.000047	0.000027
848	0.000050	0.000028
849	0.000047	0.000028
850	0.000047	0.000028
851	0.000047	0.000028
852	0.000047	0.000028
853	0.000047	0.000028
854	0.000051	0.000028
855	0.000047	0.000028
856	0.000048	0.000028
857	0.000047	0.000028
858	0.000048	0.000028
859	0.000048	0.000028
860	0.000048	0.000028
861	0.000048	0.000029
862	0.000048	0.000028
863	0.000048	0.000028
864	0.000048	0.000028
865	0.000048	0.000028
866	0.000048	0.000028
867	0.000048	0.000028
868	0.000053	0.000029
869	0.000048	0.000029
870	0.000048	0.000029
871	0.000048	0.000028
872	0.000053	0.000028
873	0.000046	0.000027
874	0.000046	0.000027
875	0.000046	0.000027
876	0.000046	0.000028
877	0.000046	0.000028
878	0.000046	0.000028
879	0.000046	0.000027
880	0.000046	0.000028
881	0.000046	0.000027
882	0.000046	0.000028
883	0.000046	0.000028
884	0.000046	0.000027
885	0.000047	0.000027
886	0.000047	0.000028
887	0.000047	0.000027
888	0.000047	0.000028
889	0.000047	0.000028
890	0.000047	0.000028
891	0.000047	0.000028
892	0.000047	0.000027
893	0.000047	0.000028
894	0.000047	0.000028
895	0.000047	0.000028
896	0.000047	0.000028
897	0.000047	0.000028
898	0.000047	0.000028
899	0.000047	0.000028
900	0.000047	0.000028
901	0.000047	0.000028
902	0.000047	0.000028
903	0.000047	0.000028
904	0.000047	0.000029
905	0.000048	0.000028
906	0.000048	0.000028
907	0.000048	0.000028
908	0.000048	0.000029
909	0.000048	0.000028
910	0.000048	0.000028
911	0.000048	0.000028
912	0.000048	0.000028
913	0.000053	0.000028
914	0.000048	0.000029
915	0.000048	0.000028
916	0.000053	0.000029
917	0.000048	0.000029
918	0.000048	0.000029
919	0.000048	0.000029
920	0.000048	0.000029
921	0.000048	0.000029
922	0.000053	0.000028
923	0.000049	0.000029
924	0.000049	0.000029
925	0.000048	0.000029
926	0.000049	0.000029
927	0.000049	0.000029
928	0.000049	0.000029
929	0.000049	0.000028
930	0.000049	0.000029
931	0.000053	0.000029
932	0.000049	0.000029
933	0.000049	0.000029
934	0.000049	0.000029
935	0.000049	0.000029
936	0.000049	0.000030
937	0.000049	0.000029
938	0.000049	0.000029
939	0.000049	0.000029
940	0.000049	0.000029
941	0.000054	0.000030
942	0.000049	0.000029
943	0.000049	0.000029
944	0.000049	0.000029
945	0.000050	0.000029
946	0.000050	0.000029
947	0.000050	0.000029
948	0.000050	0.000029
949	0.000050	0.000029
950	0.000050	0.000029
951	0.000050	0.000029
952	0.000050	0.000029
953	0.000054	0.000029
954	0.000050	0.000030
955	0.000050	0.000029
956	0.000050	0.000029
957	0.000050	0.000030
958	0.000050	0.000030
959	0.000050	0.000029
960	0.000050	0.000029
961	0.000050	0.000029
962	0.000051	0.000030
963	0.000050	0.000029
964	0.000050	0.000030
965	0.000050	0.000030
966	0.000051	0.000029
967	0.000050	0.000030
968	0.000051	0.000030
969	0.000051	0.000030
970	0.000051	0.000030
971	0.000051	0.000030
972	0.000051	0.000030
973	0.000051	0.000030
974	0.000058	0.000028
975	0.000049	0.000029
976	0.000049	0.000028
977	0.000049	0.000028
978	0.000049	0.000028
979	0.000049	0.000028
980	0.000049	0.000028
981	0.000049	0.000028
982	0.000049	0.000028
983	0.000049	0.000028
984	0.000053	0.000029
985	0.000049	0.000028
986	0.000049	0.000028
987	0.000049	0.000028
988	0.000049	0.000028
989	0.000049	0.000029
990	0.000049	0.000028
991	0.000050	0.000029
992	0.000050	0.000029
993	0.000050	0.000029
994	0.000055	0.000028
995	0.000050	0.000028
996	0.000050	0.000028
997	0.000050	0.000028
998	0.000050	0.000028
999	0.000050	0.000029
1000	0.000050	0.000029
1001	0.000050	0.000029
1002	0.000050	0.000028
1003	0.000050	0.000029
1004	0.000050	0.000029
1005	0.000050	0.000029
1006	0.000050	0.000029
1007	0.000056	0.000029
1008	0.000050	0.000029
1009	0.000051	0.000029
1010	0.000050	0.000029
1011	0.000051	0.000055
1012	0.000051	0.000030
1013	0.000050	0.000029
1014	0.000051	0.000030
1015	0.000051	0.000029
1016	0.000051	0.000030
1017	0.000051	0.000030
1018	0.000051	0.000029
1019	0.000051	0.000029
1020	0.000051	0.000030
1021	0.000051	0.000029
1022	0.000051	0.000029
1023	0.000051	0.000029
1024	0.000051	0.000030
1025	0.000051	0.000030
1026	0.000051	0.000029
1027	0.000051	0.000029
1028	0.000051	0.000030
1029	0.000051	0.000030
1030	0.000052	0.000030
1031	0.000051	0.000030
1032	0.000051	0.000030
1033	0.000051	0.000030
1034	0.000052	0.000030
1035	0.000051	0.000030
1036	0.000052	0.000030
1037	0.000052	0.000029
1038	0.000052	0.000030
1039	0.000052	0.000033
1040	0.000052	0.000030
1041	0.000052	0.000030
1042	0.000052	0.000030
1043	0.000052	0.000030
1044	0.000052	0.000030
1045	0.000052	0.000030
1046	0.000052	0.000030
1047	0.000052	0.000030
1048	0.000052	0.000030
1049	0.000052	0.000029
1050	0.000052	0.000030
1051	0.000052	0.000030
1052	0.000052	0.000030
1053	0.000058	0.000030
1054	0.000053	0.000030
1055	0.000053	0.000030
1056	0.000053	0.000030
1057	0.000057	0.000030
1058	0.000053	0.000030
1059	0.000053	0.000030
1060	0.000053	0.000030
1061	0.000053	0.000030
1062	0.000053	0.000030
1063	0.000053	0.000030
1064	0.000053	0.000030
1065	0.000053	0.000030
1066	0.000053	0.000030
1067	0.000053	0.000030
1068	0.000057	0.000030
1069	0.000053	0.000030
1070	0.000053	0.000031
1071	0.000060	0.000029
1072	0.000051	0.000029
1073	0.000051	0.000029
1074	0.000051	0.000029
1075	0.000051	0.000029
1076	0.000051	0.000029
1077	0.000051	0.000029
1078	0.000051	0.000029
1079	0.000051	0.000029
1080	0.000052	0.000029
1081	0.000051	0.000029
1082	0.000052	0.000029
1083	0.000051	0.000029
1084	0.000052	0.000030
1085	0.000052	0.000029
1086	0.000056	0.000029
1087	0.000052	0.000029
1088	0.000057	0.000029
1089	0.000052	0.000029
1090	0.000052	0.000030
1091	0.000052	0.000029
1092	0.000052	0.000030
1093	0.000052	0.000033
1094	0.000052	0.000030
1095	0.000052	0.000029
1096	0.000052	0.000030
1097	0.000058	0.000030
1098	0.000058	0.000030
1099	0.000052	0.000030
1100	0.000052	0.000030
1101	0.000053	0.000030
1102	0.000053	0.000030
1103	0.000052	0.000030
1104	0.000053	0.000030
1105	0.000053	0.000030
1106	0.000053	0.000030
1107	0.000053	0.000030
1108	0.000053	0.000030
1109	0.000053	0.000029
1110	0.000053	0.000030
1111	0.000053	0.000030
1112	0.000053	0.000030
1113	0.000057	0.000030
1114	0.000053	0.000030
1115	0.000053	0.000030
1116	0.000053	0.000030
1117	0.000053	0.000031
1118	0.000053	0.000030
1119	0.000053	0.000030
1120	0.000053	0.000030
1121	0.000053	0.000030
1122	0.000054	0.000031
1123	0.000053	0.000030
1124	0.000053	0.000031
1125	0.000053	0.000031
1126	0.000054	0.000030
1127	0.000056	0.000030
1128	0.000054	0.000031
1129	0.000053	0.000031
1130	0.000054	0.000030
1131	0.000054	0.000031
1132	0.000054	0.000031
1133	0.000054	0.000031
1134	0.000059	0.000031
1135	0.000054	0.000031
1136	0.000054	0.000030
1137	0.000054	0.000030
1138	0.000054	0.000031
1139	0.000054	0.000030
1140	0.000054	0.000030
1141	0.000054	0.000030
1142	0.000055	0.000031
1143	0.000054	0.000030
1144	0.000054	0.000030
1145	0.000055	0.000031
1146	0.000054	0.000031
1147	0.000054	0.000031
1148	0.000055	0.000030
1149	0.000055	0.000031
1150	0.000055	0.000031
1151	0.000055	0.000031
1152	0.000055	0.000031
